,sku,reference_interne_magasin,name,status,on_selection,unite_prix,prix_public,short_description,poids_portion,nbre_portion,price,prix_kilo_site,tax_class_id,marge_arriere,cost,image,small_image,thumbnail,_product_websites,commercant,,,,categories,Bouteille au frais (choisir une option):drop_down:1,saisonnalite,producteur,lien_producteur,origine,labels_produits,produit_biologique,weight,description,suggestion_utilisation,conseil_commercant,poids_par_pers,notes_com,us_skus,re_skus
Loading...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
