,sku,reference_interne_magasin,name,status,on_selection,unite_prix,prix_public,short_description,poids_portion,nbre_portion,price,prix_kilo_site,tax_class_id,marge_arriere,cost,image,small_image,thumbnail,image_label,small_image_label,thumbnail_label,_product_websites,store,websites,commercant,,,,produit_de_saison,,categories,Maturité (choisir une option):drop_down:1,,saisonnalite,producteur,lien_producteur,origine,labels_produits,produit_biologique,description,suggestion_utilisation,conseil_commercant,poids_par_pers,weight,notes_com,meta_title,meta_description,us_skus,re_skus,cs_skus
0,LRE-FRO-010,,Fromage de chèvre mi-sec Bio,0,0,pièce,4.80 €,La pièce entre 45 et 75g,0.075,1,4.80 €,4.8 €/pièce,5,0.20,3.64 €,,,,Fromage de chèvre mi-sec Bio,Fromage de chèvre mi-sec Bio,Fromage de chèvre mi-sec Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Chèvre Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Chèvre Bio,,,,,,,,AB,,,,,0.075,,Fromage de chèvre mi-sec Bio - Au Pas De Courses,Fromage de chèvre mi-sec Bio - La Récolte - La pièce entre 45 et 75g - ,,,
Activé,LRE-FRO-011,,Tomme chèvre saunière Bio,0,0,kg,39.50 €,La pièce,,1,0.00 €,#DIV/0!,5,0.20,0.00 €,LRE17-Tommechevresauniere.jpg,LRE17-Tommechevresauniere.jpg,LRE17-Tommechevresauniere.jpg,Tomme chèvre saunière Bio,Tomme chèvre saunière Bio,Tomme chèvre saunière Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Chèvre Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Chèvre Bio,,,,,,,,AB,22% de matière grasse,,,,0.000,,Tomme chèvre saunière Bio - Au Pas De Courses,Tomme chèvre saunière Bio - La Récolte - La pièce - 22% de matière grasse,,,
Activé,LRE-FRO-012,,Roquefort Papillon Bio,0,0,kg,39.90 €,La portion de 180g environ,0.180,1,7.18 €,39.9 €/kg,5,0.20,5.45 €,LRE17-roquefortpapillon.jpg,LRE17-roquefortpapillon.jpg,LRE17-roquefortpapillon.jpg,Roquefort Papillon Bio,Roquefort Papillon Bio,Roquefort Papillon Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Brebis Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Brebis Bio,,,,,,,,AB,,,,,0.180,,Roquefort Papillon Bio - Au Pas De Courses,Roquefort Papillon Bio - La Récolte - La portion de 180g environ - ,,,
0,LRE-FRO-013,,Tomme chèvre lactique Bio,0,0,kg,36.00 €,,,1,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,Tomme chèvre lactique Bio,Tomme chèvre lactique Bio,Tomme chèvre lactique Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Chèvre Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Chèvre Bio,,,,,,,,AB,,,,,0.000,,Tomme chèvre lactique Bio - Au Pas De Courses,Tomme chèvre lactique Bio - La Récolte -  - ,,,
Activé,LRE-FRO-014,,Tomme chèvre pressée Fenouil Bio,0,0,kg,42.00 €,La portion de 100g,0.100,1,4.20 €,42 €/kg,5,0.20,3.18 €,LRE17-chevrepresse.jpg,LRE17-chevrepresse.jpg,LRE17-chevrepresse.jpg,Tomme chèvre pressée Fenouil Bio,Tomme chèvre pressée Fenouil Bio,Tomme chèvre pressée Fenouil Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Chèvre Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Chèvre Bio,,,,,,,,AB,,,,,0.100,,Tomme chèvre pressée Fenouil Bio - Au Pas De Courses,Tomme chèvre pressée Fenouil Bio - La Récolte - La portion de 100g - ,,,
Activé,LRE-FRO-015,,Bleu Auvergne Bio,0,0,kg,20.20 €,La portion de 200g,0.200,1,4.04 €,20.2 €/kg,5,0.20,3.06 €,LRE17-bleuauvergne.jpg,LRE17-bleuauvergne.jpg,LRE17-bleuauvergne.jpg,Bleu Auvergne Bio,Bleu Auvergne Bio,Bleu Auvergne Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Vache Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Vache Bio,,,,,,,,AB,,,,,0.200,,Bleu Auvergne Bio - Au Pas De Courses,Bleu Auvergne Bio - La Récolte - La portion de 200g - ,,,
0,LRE-FRO-016,,Fourme d'Ambert Bio,0,0,kg,19.53 €,,,1,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,Fourme d'Ambert Bio,Fourme d'Ambert Bio,Fourme d'Ambert Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Vache Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Vache Bio,,,,,,,,AB,,,,,0.000,,Fourme d'Ambert Bio - Au Pas De Courses,Fourme d'Ambert Bio - La Récolte -  - ,,,
Activé,LRE-FRO-017,,Mitaumière Bio,0,0,kg,21.00 €,La portion de 180g environ,0.180,1,3.78 €,21 €/kg,5,0.20,2.87 €,LRE17-mitaumiere.jpg,LRE17-mitaumiere.jpg,LRE17-mitaumiere.jpg,Mitaumière Bio,Mitaumière Bio,Mitaumière Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Vache Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Vache Bio,,,,,,,,AB,12% de matière grasse,,,,0.180,,Mitaumière Bio - Au Pas De Courses,Mitaumière Bio - La Récolte - La portion de 180g environ - 12% de matière grasse,,,
Activé,LRE-FRO-018,,Provolone Stagionato 12 mois Bio,0,0,kg,39.00 €,La portion de 180g environ,0.180,1,7.02 €,39 €/kg,5,0.20,5.32 €,LRE17-provolone.jpg,LRE17-provolone.jpg,LRE17-provolone.jpg,Provolone Stagionato 12 mois Bio,Provolone Stagionato 12 mois Bio,Provolone Stagionato 12 mois Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Vache Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Vache Bio,,,,,,,,AB,,,,,0.180,,Provolone Stagionato 12 mois Bio - Au Pas De Courses,Provolone Stagionato 12 mois Bio - La Récolte - La portion de 180g environ - ,,,
Activé,LRE-FRO-019,,Fromage frais herbes Bouquet des Jardins Bio,0,0,pièce,2.70 €,La pièce de 250g environ,0.250,1,2.70 €,2.7 €/pièce,5,0.20,2.05 €,LRE17-bouquetjardin.jpg,LRE17-bouquetjardin.jpg,LRE17-bouquetjardin.jpg,Fromage frais herbes Bouquet des Jardins Bio,Fromage frais herbes Bouquet des Jardins Bio,Fromage frais herbes Bouquet des Jardins Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Vache Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Vache Bio,,,,Ferme Durr,http://www.ferme-durr.fr,France Alsace,,AB,,,,,0.250,,Fromage frais herbes Bouquet des Jardins Bio - Au Pas De Courses,Fromage frais herbes Bouquet des Jardins Bio - La Récolte - La pièce de 250g environ - ,,,
Activé,LRE-FRO-020,,Gouda ordies et oignons Bio,0,0,kg,21.42 €,La portion de 200g environ,0.200,1,4.28 €,21.42 €/kg,5,0.20,3.25 €,LRE17-goudaorties.jpg,LRE17-goudaorties.jpg,LRE17-goudaorties.jpg,Gouda ordies et oignons Bio,Gouda ordies et oignons Bio,Gouda ordies et oignons Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Vache Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Vache Bio,,,,,,,,AB,,,,,0.200,,Gouda ordies et oignons Bio - Au Pas De Courses,Gouda ordies et oignons Bio - La Récolte - La portion de 200g environ - ,,,
Activé,LRE-FRO-021,,Tomme d'Alsace Bio,0,0,kg,21.00 €,La portion de 250g environ,0.250,1,5.25 €,21 €/kg,5,0.20,3.98 €,LRE17-Tommeauvergne.jpg,LRE17-Tommeauvergne.jpg,LRE17-Tommeauvergne.jpg,Tomme d'Alsace Bio,Tomme d'Alsace Bio,Tomme d'Alsace Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Vache Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Vache Bio,,,,,,France Alsace,,AB,La Tomme d'Alsace Bio est un fromage à base de lait cru de vache - contient 50% de matière grasse.,,,,0.250,,Tomme d'Alsace Bio - Au Pas De Courses,Tomme d'Alsace Bio - La Récolte - La portion de 250g environ - La Tomme d'Alsace Bio est un fromage à base de lait cru de vache - contient 50% de matière grasse,,,
Activé,LRE-FRO-022,,Tomme de pays d'Auvergne Bio,0,0,kg,22.50 €,La portion de 250g environ,0.250,1,5.63 €,22.5 €/kg,5,0.20,4.27 €,LRE17-tommeduroux.jpg,LRE17-tommeduroux.jpg,LRE17-tommeduroux.jpg,Tomme de pays d'Auvergne Bio,Tomme de pays d'Auvergne Bio,Tomme de pays d'Auvergne Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Vache Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Vache Bio,,,,Fromagerie Duroux,,France Auvergne,,AB,"La tomme de pays d'Auvergne Bio est fabriqué par la Fromagerie Duroux. Fondée en 1936 en Corrèze, la fromagerie Duroux s’est vu décerner un prix d’Excellence au palmarès du Concours général agricole 2015. Une distinction rare en forme de première qui vient récompenser une maison où l’esprit de famille est élevé au rang de règle d’or.",,,,0.250,,Tomme de pays d'Auvergne Bio - Au Pas De Courses,Tomme de pays d'Auvergne Bio - La Récolte - La portion de 250g environ - La tomme de pays d'Auvergne Bio est fabriqué par la Fromagerie Duroux. Fondée en 1936 e,,,
Activé,LRE-FRO-023,,Tomme de Savoie Bio,0,0,kg,21.90 €,La pièce d'environ 200g,0.200,1,4.38 €,21.9 €/kg,5,0.20,3.32 €,LRE17-tommeyenne.jpg,LRE17-tommeyenne.jpg,LRE17-tommeyenne.jpg,Tomme de Savoie Bio,Tomme de Savoie Bio,Tomme de Savoie Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Vache Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Vache Bio,,,,Coop de Yenne,http://www.coop-de-yenne.fr/,France Savoie,Direct Producteur,AB,"La tomme de Savoie Bio est un fromage de vache au lait cru à pate pressée non cuite, affiné pendant un mois - Contient 28% de matière grasse.",,,,0.200,,Tomme de Savoie Bio - Au Pas De Courses,"Tomme de Savoie Bio - La Récolte - La pièce d'environ 200g - La tomme de Savoie Bio est un fromage de vache au lait cru à pate pressée non cuite, affiné pendant",,,
0,LRE-FRO-024,,Saint Léon aromatisé bio,0,0,pièce,2.60 €,La pièce d'environ 50g,0.050,1,2.60 €,2.6 €/pièce,5,0.20,1.97 €,,,,Saint Léon aromatisé bio,Saint Léon aromatisé bio,Saint Léon aromatisé bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Vache Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Vache Bio,,,,,,,,AB,,,,,0.050,,Saint Léon aromatisé bio - Au Pas De Courses,Saint Léon aromatisé bio - La Récolte - La pièce d'environ 50g - ,,,
Activé,LRE-FRO-025,,Saunière mi-sec bio,0,0,pièce,4.99 €,La pièce d'environ 200g,0.200,1,4.99 €,4.99 €/pièce,5,0.20,3.78 €,LRE17-sauniere200g.jpg,LRE17-sauniere200g.jpg,LRE17-sauniere200g.jpg,Saunière mi-sec bio,Saunière mi-sec bio,Saunière mi-sec bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Vache Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Vache Bio,,,,Fromagerie de Saunière,http://www.fromageriedesauniere.fr/,France Bourgogne,Direct Producteur,AB,Le Saunière mi-sec bio contient 18% de matière grasse.,,,,0.200,,Saunière mi-sec bio - Au Pas De Courses,Saunière mi-sec bio - La Récolte - La pièce d'environ 200g - Le Saunière mi-sec bio contient 18% de matière grasse.,,,
Activé,LRE-FRO-026,,Saunière fromage frais au lait cru peu salé bio,0,0,pièce,3.80 €,La pièce d'environ 240g,0.240,1,3.80 €,3.8 €/pièce,5,0.20,2.88 €,LRE17-saunierepeusale.jpg,LRE17-saunierepeusale.jpg,LRE17-saunierepeusale.jpg,Saunière fromage frais au lait cru peu salé bio,Saunière fromage frais au lait cru peu salé bio,Saunière fromage frais au lait cru peu salé bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Vache Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Vache Bio,,,,Fromagerie de Saunière,http://www.fromageriedesauniere.fr/,France Bourgogne,Direct Producteur,AB,Le Saunière mi-sec bio contient 18% de matière grasse.,,,,0.240,,Saunière fromage frais au lait cru peu salé bio - Au Pas De Courses,Saunière fromage frais au lait cru peu salé bio - La Récolte - La pièce d'environ 240g - Le Saunière mi-sec bio contient 18% de matière grasse.,,,
Activé,LRE-FRO-027,,Saunière égoutté sans sel Bio,0,0,pièce,3.80 €,La pièce d'environ 240g,0.240,1,3.80 €,3.8 €/pièce,5,0.20,2.88 €,LRE17-saunieresanssel.jpg,LRE17-saunieresanssel.jpg,LRE17-saunieresanssel.jpg,Saunière égoutté sans sel Bio,Saunière égoutté sans sel Bio,Saunière égoutté sans sel Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Vache Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Vache Bio,,,,Fromagerie de Saunière,http://www.fromageriedesauniere.fr/,France Bourgogne,"Sans sel, Direct Producteur",AB,Le Saunière égoutté au lait cru sans sel bio contient 18% de matière grasse.,,,,0.240,,Saunière égoutté sans sel Bio - Au Pas De Courses,Saunière égoutté sans sel Bio - La Récolte - La pièce d'environ 240g - Le Saunière égoutté au lait cru sans sel bio contient 18% de matière grasse.,,,
0,LRE-FRO-028,,Brie pasteurisé Bio,0,0,kg,21.24 €,,,1,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,Brie pasteurisé Bio,Brie pasteurisé Bio,Brie pasteurisé Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Vache Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Vache Bio,,,,,,,,AB,,,,,0.000,,Brie pasteurisé Bio - Au Pas De Courses,Brie pasteurisé Bio - La Récolte -  - ,,,
Activé,LRE-FRO-029,,Brie au lait cru Bio,0,0,kg,29.90 €,La portion de 180g environ,0.180,1,5.38 €,29.9 €/kg,5,0.20,4.08 €,LRE17-brielaitcru.jpg,LRE17-brielaitcru.jpg,LRE17-brielaitcru.jpg,Brie au lait cru Bio,Brie au lait cru Bio,Brie au lait cru Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Vache Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Vache Bio,,,,,,France Ile de France,Direct Producteur,AB,,,,,0.180,,Brie au lait cru Bio - Au Pas De Courses,Brie au lait cru Bio - La Récolte - La portion de 180g environ - ,,,
0,LRE-FRO-030,,Reblochon de Savoie Bio,0,0,kg,29.70 €,,,1,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,Reblochon de Savoie Bio,Reblochon de Savoie Bio,Reblochon de Savoie Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Vache Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Vache Bio,,,,,,France Savoie,,AB,,,,,0.000,,Reblochon de Savoie Bio - Au Pas De Courses,Reblochon de Savoie Bio - La Récolte -  - ,,,
0,LRE-FRO-031,,Munster Bio,0,0,kg,24.50 €,,,1,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,Munster Bio,Munster Bio,Munster Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Vache Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Vache Bio,,,,,,,,AB,,,,,0.000,,Munster Bio - Au Pas De Courses,Munster Bio - La Récolte -  - ,,,
Activé,LRE-FRO-032,,Petit Pont l'Eveque Bio,0,0,pièce,6.90 €,La pièce de 220g,0.220,1,6.90 €,6.9 €/pièce,5,0.20,5.23 €,LRE17-pontevequegillot.jpg,LRE17-pontevequegillot.jpg,LRE17-pontevequegillot.jpg,Petit Pont l'Eveque Bio,Petit Pont l'Eveque Bio,Petit Pont l'Eveque Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Vache Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Vache Bio,,,,Gillot,http://fromageriegillot.fr/fromages/pont-leveque/,France Normandie,Direct Producteur,AB,"Le petit Pont l’Evêque est un fromage à pâte molle, fabriqué à partir de lait de vache récolté dans la zone du bocage Ornais. Sa croute assez lisse varie du jaune d’or à l’orangé et sa pâte doit être de couleur jaune pâle et tendre, ni trop sèche ni trop coulante - contient 24% de matière grasse.",,,,0.220,,Petit Pont l'Eveque Bio - Au Pas De Courses,"Petit Pont l'Eveque Bio - La Récolte - La pièce de 220g - Le petit Pont l’Evêque est un fromage à pâte molle, fabriqué à partir de lait de vache récolté dans la",,,
Activé,LRE-FRO-033,,Vacherin Bio,0,0,pièce,13.90 €,La pièce de 400g environ,0.400,1,13.90 €,13.9 €/pièce,5,0.20,10.54 €,LRE17-Vacherin.jpg,LRE17-Vacherin.jpg,LRE17-Vacherin.jpg,Vacherin Bio,Vacherin Bio,Vacherin Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Vache Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Vache Bio,,,,Les Charbonnières - La vallée de Joux,,Suisse,Direct Producteur,AB,,,,,0.400,,Vacherin Bio - Au Pas De Courses,Vacherin Bio - La Récolte - La pièce de 400g environ - ,,,
Activé,LRE-FRO-034,,Camembert de Normandie du Champ Secret Bio,0,0,pièce,6.20 €,La pièce de 250g environ,0.250,1,6.20 €,6.2 €/pièce,5,0.20,4.70 €,LRE17-Camembertchampsecret.jpg,LRE17-Camembertchampsecret.jpg,LRE17-Camembertchampsecret.jpg,Camembert de Normandie du Champ Secret Bio,Camembert de Normandie du Champ Secret Bio,Camembert de Normandie du Champ Secret Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Vache Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Vache Bio,,,,Ferme du Champ Secret,http://www.fermeduchampsecret.com/,France Normandie,"AOP, Direct Producteur",AB,Fromage fermier au lait cru.,,,,0.250,,Camembert de Normandie du Champ Secret Bio - Au Pas De Courses,Camembert de Normandie du Champ Secret Bio - La Récolte - La pièce de 250g environ - Fromage fermier au lait cru.,,,
Activé,LRE-FRO-035,,Parmesan Bio,0,0,kg,37.17 €,La portion de 200g environ,0.200,1,7.43 €,37.17 €/kg,5,0.20,5.64 €,LRE17-parmesan.jpg,LRE17-parmesan.jpg,LRE17-parmesan.jpg,Parmesan Bio,Parmesan Bio,Parmesan Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Vache Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Vache Bio,,,,,,,Direct Producteur,AB,Le parmesan bio est un fromage à base de lait cru de vache.,,,,0.200,,Parmesan Bio - Au Pas De Courses,Parmesan Bio - La Récolte - La portion de 200g environ - Le parmesan bio est un fromage à base de lait cru de vache.,,,
Activé,LRE-FRO-036,,Comté 24 mois Bio,0,0,kg,34.00 €,La portion de 270g environ,0.270,1,9.18 €,34 €/kg,5,0.20,6.96 €,LRE17-comte24mois.jpg,LRE17-comte24mois.jpg,LRE17-comte24mois.jpg,Comté 24 mois Bio,Comté 24 mois Bio,Comté 24 mois Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Vache Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Vache Bio,,,,,,,Direct Producteur,AB,Le comté bio est un fromage à base de lait cru de vache,,,,0.270,,Comté 24 mois Bio - Au Pas De Courses,Comté 24 mois Bio - La Récolte - La portion de 270g environ - Le comté bio est un fromage à base de lait cru de vache,,,
Activé,LRE-FRO-037,,Comté petite 18 mois Bio,0,0,kg,30.20 €,La portion de 270g environ,0.270,1,8.15 €,30.2 €/kg,5,0.20,6.18 €,LRE17-comte18mois.jpg,LRE17-comte18mois.jpg,LRE17-comte18mois.jpg,Comté petite 18 mois Bio,Comté petite 18 mois Bio,Comté petite 18 mois Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Vache Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Vache Bio,,,,,,,Direct Producteur,AB,Le comté bio est un fromage à base de lait cru de vache,,,,0.270,,Comté petite 18 mois Bio - Au Pas De Courses,Comté petite 18 mois Bio - La Récolte - La portion de 270g environ - Le comté bio est un fromage à base de lait cru de vache,,,
Activé,LRE-FRO-038,,Comté vieux 12 mois fruité Bio,0,0,kg,25.13 €,La portion de 270g environ,0.270,1,6.79 €,25.13 €/kg,5,0.20,5.15 €,LRE17-comte12mois.jpg,LRE17-comte12mois.jpg,LRE17-comte12mois.jpg,Comté vieux 12 mois fruité Bio,Comté vieux 12 mois fruité Bio,Comté vieux 12 mois fruité Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Vache Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Vache Bio,,,,,,,Direct Producteur,AB,Le comté bio est un fromage à base de lait cru de vache,,,,0.270,,Comté vieux 12 mois fruité Bio - Au Pas De Courses,Comté vieux 12 mois fruité Bio - La Récolte - La portion de 270g environ - Le comté bio est un fromage à base de lait cru de vache,,,
0,LRE-FRO-039,,Cantal Bio,0,0,kg,22.90 €,,,1,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,Cantal Bio,Cantal Bio,Cantal Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Vache Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Vache Bio,,,,,,,,AB,,,,,0.000,,Cantal Bio - Au Pas De Courses,Cantal Bio - La Récolte -  - ,,,
0,LRE-FRO-040,,Meule de Savoie La Dent du Chat Bio,0,0,kg,22.60 €,,,1,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,Meule de Savoie La Dent du Chat Bio,Meule de Savoie La Dent du Chat Bio,Meule de Savoie La Dent du Chat Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Vache Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Vache Bio,,,,Coop de Yenne,http://www.coop-de-yenne.fr/,France Savoie,Direct Producteur,AB,"La meule de Savoie La Dent du Chat bio est un fromage de vache au lait cru, à pate pressée cuite, affiné pendant 5 à 8 mois - contient 30% de matière grasse.",,,,0.000,,Meule de Savoie La Dent du Chat Bio - Au Pas De Courses,"Meule de Savoie La Dent du Chat Bio - La Récolte -  - La meule de Savoie La Dent du Chat bio est un fromage de vache au lait cru, à pate pressée cuite, affiné p",,,
Activé,LRE-FRO-041,,Morbier Petite Bio,0,0,kg,25.90 €,La portion de 200g environ,0.200,1,5.18 €,25.9 €/kg,5,0.20,3.93 €,LRE17-morbier.jpg,LRE17-morbier.jpg,LRE17-morbier.jpg,Morbier Petite Bio,Morbier Petite Bio,Morbier Petite Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Vache Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Vache Bio,,,,,,,,AB,,,,,0.200,,Morbier Petite Bio - Au Pas De Courses,Morbier Petite Bio - La Récolte - La portion de 200g environ - ,,,
Activé,LRE-FRO-042,,Emmental Roussy Bio,0,0,kg,22.20 €,La portion de 180g environ,0.180,1,4.00 €,22.2 €/kg,5,0.20,3.03 €,LRE17-emmentalroussy.jpg,LRE17-emmentalroussy.jpg,LRE17-emmentalroussy.jpg,Emmental Roussy Bio,Emmental Roussy Bio,Emmental Roussy Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Fromages Bio,Vache Bio,,Oui,Primeur/La Récolte/Fromages Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Fromages Bio/Vache Bio,,,,,,,,AB,,,,,0.180,,Emmental Roussy Bio - Au Pas De Courses,Emmental Roussy Bio - La Récolte - La portion de 180g environ - ,,,
