,sku,reference_interne_magasin,name,status,on_selection,unite_prix,prix_public,short_description,poids_portion,nbre_portion,price,prix_kilo_site,tax_class_id,marge_arriere,cost,image,small_image,thumbnail,image_label,small_image_label,thumbnail_label,_product_websites,store,websites,commercant,,,,produit_de_saison,,categories,Maturité (choisir une option):drop_down:1,,saisonnalite,producteur,lien_producteur,origine,labels_produits,produit_biologique,description,suggestion_utilisation,conseil_commercant,poids_par_pers,weight,notes_com,meta_title,meta_description,us_skus,re_skus,cs_skus
0,LRE-CRE-053,,Fromage blanc lait écrémé Bio,0,0,pièce,3.30 €,,,1,3.30 €,3.3 €/pièce,5,0.20,2.50 €,,,,Fromage blanc lait écrémé Bio,Fromage blanc lait écrémé Bio,Fromage blanc lait écrémé Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Crèmerie Bio,Yaourts & Desserts Bio,,Oui,Primeur/La Récolte/Crèmerie Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Crèmerie Bio/Yaourts & Desserts Bio,,,,,,,,AB,,,,,0.000,,Fromage blanc lait écrémé Bio - Au Pas De Courses,Fromage blanc lait écrémé Bio - La Récolte -  - ,,,
Activé,LRE-CRE-054,,Fromage blanc lait Entier 9% MG Bio,0,0,pièce,3.30 €,Le pot de 500g,0.500,1,3.30 €,3.3 €/pièce,5,0.20,2.50 €,LRE17-fromageblancentier.jpg,LRE17-fromageblancentier.jpg,LRE17-fromageblancentier.jpg,Fromage blanc lait Entier 9% MG Bio,Fromage blanc lait Entier 9% MG Bio,Fromage blanc lait Entier 9% MG Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Crèmerie Bio,Yaourts & Desserts Bio,,Oui,Primeur/La Récolte/Crèmerie Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Crèmerie Bio/Yaourts & Desserts Bio,,,,Fromagerie de Saunière,http://www.fromageriedesauniere.fr/,France Bourgogne,Direct Producteur,AB,Le fromage blanc entier contient 9% de matière grasse.,,,,0.500,,Fromage blanc lait Entier 9% MG Bio - Au Pas De Courses,Fromage blanc lait Entier 9% MG Bio - La Récolte - Le pot de 500g - Le fromage blanc entier contient 9% de matière grasse.,,,
Activé,LRE-EPI-002,,Vinaigre de cidre aux griottes,0,0,pièce,4.50 €,La bouteille de 25 cl,0.250,1,4.50 €,4.5 €/pièce,5,0.20,3.41 €,LRE17-vincidgriotte.jpg,LRE17-vincidgriotte.jpg,LRE17-vincidgriotte.jpg,Vinaigre de cidre aux griottes,Vinaigre de cidre aux griottes,Vinaigre de cidre aux griottes,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Epicerie Bio,"Huiles, Vinaigres, Sauces & Condiments Bio",,Oui,Primeur/La Récolte/Epicerie Bio,"Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Epicerie Bio/Huiles, Vinaigres, Sauces & Condiments Bio",,,,,,,,AB,,,,,0.250,,Vinaigre de cidre aux griottes - Au Pas De Courses,Vinaigre de cidre aux griottes - La Récolte - La bouteille de 25 cl - ,,,
Activé,LRE-EPI-003,,Vinaigre de cidre à l'échalotte,0,0,pièce,4.50 €,La bouteille de 25 cl,0.250,1,4.50 €,4.5 €/pièce,5,0.20,3.41 €,LRE17-vincidechal.jpg,LRE17-vincidechal.jpg,LRE17-vincidechal.jpg,Vinaigre de cidre à l'échalotte,Vinaigre de cidre à l'échalotte,Vinaigre de cidre à l'échalotte,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Epicerie Bio,"Huiles, Vinaigres, Sauces & Condiments Bio",,Oui,Primeur/La Récolte/Epicerie Bio,"Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Epicerie Bio/Huiles, Vinaigres, Sauces & Condiments Bio",,,,,,,,AB,,,,,0.250,,Vinaigre de cidre à l'échalotte - Au Pas De Courses,Vinaigre de cidre à l'échalotte - La Récolte - La bouteille de 25 cl - ,,,
Activé,LRE-EPI-004,,Vinaigre de cidre à la rose,0,0,pièce,5.00 €,La bouteille de 25 cl,0.250,1,5.00 €,5 €/pièce,5,0.20,3.79 €,LRE17-vinciderose.jpg,LRE17-vinciderose.jpg,LRE17-vinciderose.jpg,Vinaigre de cidre à la rose,Vinaigre de cidre à la rose,Vinaigre de cidre à la rose,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Epicerie Bio,"Huiles, Vinaigres, Sauces & Condiments Bio",,Oui,Primeur/La Récolte/Epicerie Bio,"Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Epicerie Bio/Huiles, Vinaigres, Sauces & Condiments Bio",,,,,,,,AB,,,,,0.250,,Vinaigre de cidre à la rose - Au Pas De Courses,Vinaigre de cidre à la rose - La Récolte - La bouteille de 25 cl - ,,,
Activé,LRE-EPI-005,,Vinaigre de cidre à la framboise,0,0,pièce,5.00 €,La bouteille de 25 cl,0.250,1,5.00 €,5 €/pièce,5,0.20,3.79 €,LRE17-vincideframb.jpg,LRE17-vincideframb.jpg,LRE17-vincideframb.jpg,Vinaigre de cidre à la framboise,Vinaigre de cidre à la framboise,Vinaigre de cidre à la framboise,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Epicerie Bio,"Huiles, Vinaigres, Sauces & Condiments Bio",,Oui,Primeur/La Récolte/Epicerie Bio,"Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Epicerie Bio/Huiles, Vinaigres, Sauces & Condiments Bio",,,,,,,,AB,,,,,0.250,,Vinaigre de cidre à la framboise - Au Pas De Courses,Vinaigre de cidre à la framboise - La Récolte - La bouteille de 25 cl - ,,,
Activé,LRE-EPI-006,,Vinaigre de cidre à la menthe,0,0,pièce,4.50 €,La bouteille de 25 cl,0.250,1,4.50 €,4.5 €/pièce,5,0.20,3.41 €,LRE17-vincidementhe.jpg,LRE17-vincidementhe.jpg,LRE17-vincidementhe.jpg,Vinaigre de cidre à la menthe,Vinaigre de cidre à la menthe,Vinaigre de cidre à la menthe,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Epicerie Bio,"Huiles, Vinaigres, Sauces & Condiments Bio",,Oui,Primeur/La Récolte/Epicerie Bio,"Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Epicerie Bio/Huiles, Vinaigres, Sauces & Condiments Bio",,,,,,,,AB,,,,,0.250,,Vinaigre de cidre à la menthe - Au Pas De Courses,Vinaigre de cidre à la menthe - La Récolte - La bouteille de 25 cl - ,,,
Activé,LRE-EPI-007,,Vinaigre de cidre à la sauge,0,0,pièce,4.50 €,La bouteille de 25 cl,0.250,1,4.50 €,4.5 €/pièce,5,0.20,3.41 €,LRE17-vincidesauge.jpg,LRE17-vincidesauge.jpg,LRE17-vincidesauge.jpg,Vinaigre de cidre à la sauge,Vinaigre de cidre à la sauge,Vinaigre de cidre à la sauge,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Epicerie Bio,"Huiles, Vinaigres, Sauces & Condiments Bio",,Oui,Primeur/La Récolte/Epicerie Bio,"Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Epicerie Bio/Huiles, Vinaigres, Sauces & Condiments Bio",,,,,,,,AB,,,,,0.250,,Vinaigre de cidre à la sauge - Au Pas De Courses,Vinaigre de cidre à la sauge - La Récolte - La bouteille de 25 cl - ,,,
Activé,LRE-EPI-008,,Vinaigre de cidre à la fleur de sureau,0,0,pièce,4.50 €,La bouteille de 25 cl,0.250,1,4.50 €,4.5 €/pièce,5,0.20,3.41 €,LRE17-vincidesureau.jpg,LRE17-vincidesureau.jpg,LRE17-vincidesureau.jpg,Vinaigre de cidre à la fleur de sureau,Vinaigre de cidre à la fleur de sureau,Vinaigre de cidre à la fleur de sureau,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Epicerie Bio,"Huiles, Vinaigres, Sauces & Condiments Bio",,Oui,Primeur/La Récolte/Epicerie Bio,"Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Epicerie Bio/Huiles, Vinaigres, Sauces & Condiments Bio",,,,,,,,AB,,,,,0.250,,Vinaigre de cidre à la fleur de sureau - Au Pas De Courses,Vinaigre de cidre à la fleur de sureau - La Récolte - La bouteille de 25 cl - ,,,
Activé,LRE-EPI-009,,Vinaigre de Xérès,0,0,pièce,5.87 €,La bouteille de 25 cl,0.250,1,5.87 €,5.87 €/pièce,5,0.20,4.45 €,LRE17-vinxeres.jpg,LRE17-vinxeres.jpg,LRE17-vinxeres.jpg,Vinaigre de Xérès,Vinaigre de Xérès,Vinaigre de Xérès,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Epicerie Bio,"Huiles, Vinaigres, Sauces & Condiments Bio",,Oui,Primeur/La Récolte/Epicerie Bio,"Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Epicerie Bio/Huiles, Vinaigres, Sauces & Condiments Bio",,,,,,,,AB,,,,,0.250,,Vinaigre de Xérès - Au Pas De Courses,Vinaigre de Xérès - La Récolte - La bouteille de 25 cl - ,,,
Activé,LRE-EPI-010,,Huile d'olive Oleanthi Bio,0,0,pièce,12.50 €,la bouteille de 500 ml,0.500,1,12.50 €,12.5 €/pièce,5,0.20,9.48 €,LRE17-huileoliveoleanthi.jpg,LRE17-huileoliveoleanthi.jpg,LRE17-huileoliveoleanthi.jpg,Huile d'olive Oleanthi Bio,Huile d'olive Oleanthi Bio,Huile d'olive Oleanthi Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Epicerie Bio,"Huiles, Vinaigres, Sauces & Condiments Bio",,Oui,Primeur/La Récolte/Epicerie Bio,"Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Epicerie Bio/Huiles, Vinaigres, Sauces & Condiments Bio",,,,Oleanthi,,Grèce,AOP,AB,"L'huile d'Olive bio Oleanthi est une huile d'olive vierge extra de Grèce de qualité supérieure, produite en première pression extraite à froid.",,,,0.500,,Huile d'olive Oleanthi Bio - Au Pas De Courses,Huile d'olive Oleanthi Bio - La Récolte - la bouteille de 500 ml - L'huile d'Olive bio Oleanthi est une huile d'olive vierge extra de Grèce de qualité supérieur,,,
Activé,LRE-EPI-099,,Huile d'olive vierge extra Bio,0,0,pièce,16.90 €,la bouteille d'1 litre,1.000,1,16.90 €,16.9 €/pièce,5,0.20,12.82 €,LRE17-olivevierextraoliveir.jpg,LRE17-olivevierextraoliveir.jpg,LRE17-olivevierextraoliveir.jpg,Huile d'olive vierge extra Bio,Huile d'olive vierge extra Bio,Huile d'olive vierge extra Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Epicerie Bio,"Huiles, Vinaigres, Sauces & Condiments Bio",,Oui,Primeur/La Récolte/Epicerie Bio,"Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Epicerie Bio/Huiles, Vinaigres, Sauces & Condiments Bio",,,,La bio d'Olivier,,,,AB,,,,,1.000,,Huile d'olive vierge extra Bio - Au Pas De Courses,Huile d'olive vierge extra Bio - La Récolte - la bouteille d'1 litre - ,,,
Activé,LRE-EPI-011,,Huile vierge de tournesol Bio - 700 mL,0,0,pièce,6.20 €,La bouteille de 700 ml,0.700,1,6.20 €,6.2 €/pièce,5,0.20,4.70 €,LRE17-huiletournesol.jpg,LRE17-huiletournesol.jpg,LRE17-huiletournesol.jpg,Huile vierge de tournesol Bio - 700 mL,Huile vierge de tournesol Bio - 700 mL,Huile vierge de tournesol Bio - 700 mL,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Epicerie Bio,"Huiles, Vinaigres, Sauces & Condiments Bio",,Oui,Primeur/La Récolte/Epicerie Bio,"Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Epicerie Bio/Huiles, Vinaigres, Sauces & Condiments Bio",,,,Ferme Belair,http://www.fermebelair.fr,France Lorraine,,AB,"L'huile vierge de tournesol bio de la Ferme Belair est produite à partir du tournesol oléique qui produit de l'huille très riche en acide oléique ou Oméga 9. Sa composition lui confère des propriétés similaires à celles de l'huile d'olive, dont un rôle protecteur au niveau cardio-casculaire et de propriétés anti oxydantes. A utiliser, en assaisonnements, cuissons et fritures.",,,,0.700,,Huile vierge de tournesol Bio - 700 mL - Au Pas De Courses,Huile vierge de tournesol Bio - 700 mL - La Récolte - La bouteille de 700 ml - L'huile vierge de tournesol bio de la Ferme Belair est produite à partir du tourn,,,
Activé,LRE-EPI-012,,Huile vierge de colza Bio - 700 mL,0,0,pièce,7.50 €,La bouteille de 700 ml,0.700,1,7.50 €,7.5 €/pièce,5,0.20,5.69 €,LRE17-huilecolza.jpg,LRE17-huilecolza.jpg,LRE17-huilecolza.jpg,Huile vierge de colza Bio - 700 mL,Huile vierge de colza Bio - 700 mL,Huile vierge de colza Bio - 700 mL,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Epicerie Bio,"Huiles, Vinaigres, Sauces & Condiments Bio",,Oui,Primeur/La Récolte/Epicerie Bio,"Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Epicerie Bio/Huiles, Vinaigres, Sauces & Condiments Bio",,,,Ferme Belair,http://www.fermebelair.fr,France Lorraine,,AB,"L'huile vierge de colza bio de la Ferme Belair est une huile végétale obtenue par une seule pression mécanique à froid pour conserver un goût et une couleur unique tout en préservant ses bienfaits (oméga 3 et vitamine E) pour votre santé. Idéale pour vos assaisonnements, mayonnaises et cuissons jusqu'à 180°C, patisseries, pomme de terre roties.",,,,0.700,,Huile vierge de colza Bio - 700 mL - Au Pas De Courses,Huile vierge de colza Bio - 700 mL - La Récolte - La bouteille de 700 ml - L'huile vierge de colza bio de la Ferme Belair est une huile végétale obtenue par une,,,
Activé,LRE-EPI-013,,Vinaigre balsamique de Modène Bio,0,0,pièce,16.90 €,La petite bouteille,,1,16.90 €,16.9 €/pièce,5,0.20,12.82 €,LRE17-vinaigrebalsa.jpg,LRE17-vinaigrebalsa.jpg,LRE17-vinaigrebalsa.jpg,Vinaigre balsamique de Modène Bio,Vinaigre balsamique de Modène Bio,Vinaigre balsamique de Modène Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Epicerie Bio,"Huiles, Vinaigres, Sauces & Condiments Bio",,Oui,Primeur/La Récolte/Epicerie Bio,"Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Epicerie Bio/Huiles, Vinaigres, Sauces & Condiments Bio",,,,Demeter,,,,AB,,,,,0.000,,Vinaigre balsamique de Modène Bio - Au Pas De Courses,Vinaigre balsamique de Modène Bio - La Récolte - La petite bouteille - ,,,
Activé,LRE-EPI-014,,"Huile vierge de tournesol Bio - 1,5L",0,0,pièce,9.90 €,"Le pack de 1,5L",1.500,1,9.90 €,9.9 €/pièce,5,0.20,7.51 €,LRE17-huiletournesol15.jpg,LRE17-huiletournesol15.jpg,LRE17-huiletournesol15.jpg,"Huile vierge de tournesol Bio - 1,5L","Huile vierge de tournesol Bio - 1,5L","Huile vierge de tournesol Bio - 1,5L",apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Epicerie Bio,"Huiles, Vinaigres, Sauces & Condiments Bio",,Oui,Primeur/La Récolte/Epicerie Bio,"Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Epicerie Bio/Huiles, Vinaigres, Sauces & Condiments Bio",,,,Ferme Belair,http://www.fermebelair.fr,France Lorraine,,AB,"L'huile vierge de tournesol bio de la Ferme Belair est produite à partir du tournesol oléique qui produit de l'huille très riche en acide oléique ou Oméga 9. Sa composition lui confère des propriétés similaires à celles de l'huile d'olive, dont un rôle protecteur au niveau cardio-casculaire et de propriétés anti oxydantes. A utiliser, en assaisonnements, cuissons et fritures.",,,,1.500,,"Huile vierge de tournesol Bio - 1,5L - Au Pas De Courses","Huile vierge de tournesol Bio - 1,5L - La Récolte - Le pack de 1,5L - L'huile vierge de tournesol bio de la Ferme Belair est produite à partir du tournesol oléi",,,
Activé,LRE-EPI-015,,"Huile vierge de colza Bio - 1,5L",0,0,pièce,11.90 €,"Le pack de 1,5L",1.500,1,11.90 €,11.9 €/pièce,5,0.20,9.02 €,LRE17-huilecolza15.jpg,LRE17-huilecolza15.jpg,LRE17-huilecolza15.jpg,"Huile vierge de colza Bio - 1,5L","Huile vierge de colza Bio - 1,5L","Huile vierge de colza Bio - 1,5L",apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Epicerie Bio,"Huiles, Vinaigres, Sauces & Condiments Bio",,Oui,Primeur/La Récolte/Epicerie Bio,"Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Epicerie Bio/Huiles, Vinaigres, Sauces & Condiments Bio",,,,Ferme Belair,http://www.fermebelair.fr,France Lorraine,,AB,"L'huile vierge de colza bio de la Ferme Belair est une huile végétale obtenue par une seule pression mécanique à froid pour conserver un goût et une couleur unique tout en préservant ses bienfaits (oméga 3 et vitamine E) pour votre santé. Idéale pour vos assaisonnements, mayonnaises et cuissons jusqu'à 180°C, patisseries, pomme de terre roties.",,,,1.500,,"Huile vierge de colza Bio - 1,5L - Au Pas De Courses","Huile vierge de colza Bio - 1,5L - La Récolte - Le pack de 1,5L - L'huile vierge de colza bio de la Ferme Belair est une huile végétale obtenue par une seule pr",,,
Activé,LRE-SAU-001,,Saucisson sec d'Yssingeaux Bio,0,0,kg,38.00 €,La pièce de 300g environ,0.300,1,11.40 €,38 €/kg,5,0.20,8.64 €,LRE17-saucissonsecyssin.jpg,LRE17-saucissonsecyssin.jpg,LRE17-saucissonsecyssin.jpg,Saucisson sec d'Yssingeaux Bio,Saucisson sec d'Yssingeaux Bio,Saucisson sec d'Yssingeaux Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Epicerie Bio,Saucissons & pâtés Bio,,Oui,Primeur/La Récolte/Epicerie Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Epicerie Bio/Saucissons & pâtés Bio,,,,Manet Freres,,France Haute Loire,,AB,,,,,0.300,,Saucisson sec d'Yssingeaux Bio - Au Pas De Courses,Saucisson sec d'Yssingeaux Bio - La Récolte - La pièce de 300g environ - ,,,
Activé,LRE-SAU-002,,Saucisse Sèche d'Yssingeaux Bio,0,0,kg,38.00 €,La pièce de 300g environ,0.300,1,11.40 €,38 €/kg,5,0.20,8.64 €,LRE17-saucissesecheyssin.jpg,LRE17-saucissesecheyssin.jpg,LRE17-saucissesecheyssin.jpg,Saucisse Sèche d'Yssingeaux Bio,Saucisse Sèche d'Yssingeaux Bio,Saucisse Sèche d'Yssingeaux Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Epicerie Bio,Saucissons & pâtés Bio,,Oui,Primeur/La Récolte/Epicerie Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Epicerie Bio/Saucissons & pâtés Bio,,,,Manet Freres,,France Haute Loire,,AB,,,,,0.300,,Saucisse Sèche d'Yssingeaux Bio - Au Pas De Courses,Saucisse Sèche d'Yssingeaux Bio - La Récolte - La pièce de 300g environ - ,,,
Activé,LRE-SAU-003,,Saucisson Sec Rondeau Bio,0,0,kg,38.00 €,La pièce de 250g environ,0.250,1,9.50 €,38 €/kg,5,0.20,7.20 €,LRE17-saucissonsecrondeau.jpg,LRE17-saucissonsecrondeau.jpg,LRE17-saucissonsecrondeau.jpg,Saucisson Sec Rondeau Bio,Saucisson Sec Rondeau Bio,Saucisson Sec Rondeau Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Epicerie Bio,Saucissons & pâtés Bio,,Oui,Primeur/La Récolte/Epicerie Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Epicerie Bio/Saucissons & pâtés Bio,,,,,,France,,AB,,,,,0.250,,Saucisson Sec Rondeau Bio - Au Pas De Courses,Saucisson Sec Rondeau Bio - La Récolte - La pièce de 250g environ - ,,,
Activé,LRE-EPI-016,,Rilletes de Sardines à la Salicorne,0,0,pièce,7.50 €,Le pot de 90g,0.090,1,7.50 €,7.5 €/pièce,5,0.20,5.69 €,LRE17-rillettesardsali.jpg,LRE17-rillettesardsali.jpg,LRE17-rillettesardsali.jpg,Rilletes de Sardines à la Salicorne,Rilletes de Sardines à la Salicorne,Rilletes de Sardines à la Salicorne,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Epicerie Bio,Conserves Bio,,Oui,Primeur/La Récolte/Epicerie Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Epicerie Bio/Conserves Bio,,,,Kerbriant,http://www.kerbriant.fr/,France  Bretagne,,Non,"Les rillettes de Sardines à la Salicorne bio sont un produit sans sel ajouté. Avec une texture onctueuse, moelleuse et un pourcentage important de matières (80% de sardines + le croquant de la Salicorne), elles ont un goût inimitable. A déguster à l'apéritif ou en entrée sur des toasts grillés ou pain de campagne; peut être accompagné d'un zest de citron...",,,,0.090,,Rilletes de Sardines à la Salicorne - Au Pas De Courses,Rilletes de Sardines à la Salicorne - La Récolte - Le pot de 90g - Les rillettes de Sardines à la Salicorne bio sont un produit sans sel ajouté. Avec une textur,,,
Activé,LRE-EPI-017,,Parpelettes de thon blanc germon à l'huile d'olive bio,0,0,pièce,8.98 €,Le bocal de 200g,0.200,1,8.98 €,8.98 €/pièce,5,0.20,6.81 €,LRE17-parpelettethon.jpg,LRE17-parpelettethon.jpg,LRE17-parpelettethon.jpg,Parpelettes de thon blanc germon à l'huile d'olive bio,Parpelettes de thon blanc germon à l'huile d'olive bio,Parpelettes de thon blanc germon à l'huile d'olive bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Epicerie Bio,Conserves Bio,,Oui,Primeur/La Récolte/Epicerie Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Epicerie Bio/Conserves Bio,,,,Kerbriant,http://www.kerbriant.fr/,France  Bretagne,,Non,"Les parpelettes de thon blanc germon à l'huile d'olive bio sont un produit sans sel ajouté. Partie la plus moelleuse du thon (poitrine), la ventrèche vous donne des filets tendres et délicieux. A déguster en salade ou sur un lit de pommes de terre vapeur accompagné de son huile d'olive Bio vierge extra.",,,,0.200,,Parpelettes de thon blanc germon à l'huile d'olive bio - Au Pas De Courses,Parpelettes de thon blanc germon à l'huile d'olive bio - La Récolte - Le bocal de 200g - Les parpelettes de thon blanc germon à l'huile d'olive bio sont un prod,,,
Activé,LRE-EPI-018,,Sauce à l'oseille,0,0,pièce,3.06 €,Le bocal de 180g,0.180,1,3.06 €,3.06 €/pièce,5,0.20,2.32 €,LRE17-sauceoseille.jpg,LRE17-sauceoseille.jpg,LRE17-sauceoseille.jpg,Sauce à l'oseille,Sauce à l'oseille,Sauce à l'oseille,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Epicerie Bio,"Huiles, Vinaigres, Sauces & Condiments Bio",,Oui,Primeur/La Récolte/Epicerie Bio,"Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Epicerie Bio/Huiles, Vinaigres, Sauces & Condiments Bio",,,,Kerbriant,http://www.kerbriant.fr/,France  Bretagne,,Non,"La sauce à l'oseille est une sauce à base de beurre, de bolets, d'oseille, de vin blanc et d'oignons.",,,,0.180,,Sauce à l'oseille - Au Pas De Courses,"Sauce à l'oseille - La Récolte - Le bocal de 180g - La sauce à l'oseille est une sauce à base de beurre, de bolets, d'oseille, de vin blanc et d'oignons.",,,
Activé,LRE-EPI-019,,Sauce Armoricaine,0,0,pièce,3.06 €,Le bocal de 180g,0.180,1,3.06 €,3.06 €/pièce,5,0.20,2.32 €,LRE17-saucearmo.jpg,LRE17-saucearmo.jpg,LRE17-saucearmo.jpg,Sauce Armoricaine,Sauce Armoricaine,Sauce Armoricaine,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Epicerie Bio,"Huiles, Vinaigres, Sauces & Condiments Bio",,Oui,Primeur/La Récolte/Epicerie Bio,"Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Epicerie Bio/Huiles, Vinaigres, Sauces & Condiments Bio",,,,Kerbriant,http://www.kerbriant.fr/,France  Bretagne,,Non,La sauce armoricaine est uen sauce pour accompagner vos poissons ou vos crustacés.,,,,0.180,,Sauce Armoricaine - Au Pas De Courses,Sauce Armoricaine - La Récolte - Le bocal de 180g - La sauce armoricaine est uen sauce pour accompagner vos poissons ou vos crustacés.,,,
Activé,LRE-EPI-020,,Espadon au Naturel et Citron,0,0,pièce,8.96 €,Le pot de 180g environ,0.180,1,8.96 €,8.96 €/pièce,5,0.20,6.79 €,LRE17-thonnaturcitron.jpg,LRE17-thonnaturcitron.jpg,LRE17-thonnaturcitron.jpg,Espadon au Naturel et Citron,Espadon au Naturel et Citron,Espadon au Naturel et Citron,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Epicerie Bio,Conserves Bio,,Oui,Primeur/La Récolte/Epicerie Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Epicerie Bio/Conserves Bio,,,,Kerbriant,http://www.kerbriant.fr/,France  Bretagne,,Non,L'espadon au naturel et citron Kerbriant est un produit sans sel ajouté. Il se consomme froid en salade nature.,,,,0.180,,Espadon au Naturel et Citron - Au Pas De Courses,Espadon au Naturel et Citron - La Récolte - Le pot de 180g environ - L'espadon au naturel et citron Kerbriant est un produit sans sel ajouté. Il se consomme fro,,,
Activé,LRE-EPI-021,,Thon blanc Germon au Naturel,0,0,pièce,7.30 €,Le pot de 180g environ,0.180,1,7.30 €,7.3 €/pièce,5,0.20,5.54 €,LRE17-thonnaturel.jpg,LRE17-thonnaturel.jpg,LRE17-thonnaturel.jpg,Thon blanc Germon au Naturel,Thon blanc Germon au Naturel,Thon blanc Germon au Naturel,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Epicerie Bio,Conserves Bio,,Oui,Primeur/La Récolte/Epicerie Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Epicerie Bio/Conserves Bio,,,,Kerbriant,http://www.kerbriant.fr/,France  Bretagne,,Non,Le thon blanc germon au naturel Kerbriant est un produit sans sel ajouté. Tranche de longe de thon blanc Germon parée et emboîtée à la main. Ce produit vous ravira par la finesse et la saveur onctueuse de sa chair.,,,,0.180,,Thon blanc Germon au Naturel - Au Pas De Courses,Thon blanc Germon au Naturel - La Récolte - Le pot de 180g environ - Le thon blanc germon au naturel Kerbriant est un produit sans sel ajouté. Tranche de longe ,,,
